-0.619644,-1,0.608806,-1
-0.573462,-1,0.802741,-1
-0.573462,-1,0.802741,-1
-1,1,0.98384,1
0.763386,-1,0.449608,-1
0.581238,-1,0.443943,-1
0.581238,-1,0.443943,-1
0.595228,-1,0.457012,-1
0.763386,-1,0.449608,-1
0.763386,-1,0.449608,-1
0.763386,-1,0.449608,-1
0.763386,-1,0.449608,-1
0.777941,-1,0.459906,-1
0.777941,-1,0.459906,-1
0.777941,-1,0.459906,-1
0.777941,-1,0.459906,-1
0.777941,-1,0.459906,-1
0.777941,-1,0.459906,-1
0.777941,-1,0.459906,-1
0.777941,-1,0.459906,-1
-1,1,0.98384,1
0.986394,-1,0.901702,-1
0.986394,-1,0.901702,-1
0.986394,-1,0.901702,-1
0.986394,-1,0.901702,-1
-0.894427,-1,0.963865,-1
-1,-0.8,0.98384,1
-1,1,0.98384,1
-0.59051,-1,0.179011,-1
-0.683941,-1,0.291164,-1
-1,1,0.98384,1
-1,0.2,0.98384,1
-1,0.4,0.98384,1
-1,1,0.98384,1
0.973417,-1,-0.128894,-1
0.976524,-1,-0.125302,-1
-1,1,0.98384,1
0.344817,-1,0.15642,-1
0.640184,-1,0.873786,-1
1,-1,0.9192,-1
1,-1,0.9192,-1
1,-1,0.9192,-1
0.980581,-1,0.9176,-1
1,-1,0.9192,-1
-1,0,0.98384,1
0.979804,-1,-0.61633,-1
0.977802,-1,-0.619639,-1
0.973417,-1,-0.128894,-1
0.973417,-1,-0.128894,-1
0.966705,-1,-0.136732,-1
0.973417,-1,-0.128894,-1
0.963111,-1,-0.140974,-1
0.963111,-1,-0.140974,-1
0.970143,-1,-0.132704,-1
0.970143,-1,-0.132704,-1
-0.261951,-1,-0.172134,-1
0.970143,-1,-0.132704,-1
0.476283,-1,0.558916,-1
-1,1,0.98384,1
0.339644,-1,-0.237063,-1
-0.453247,-1,-0.0696206,-1
-1,1,0.98384,1
-0.300506,-1,-0.236852,-1
-1,0,0.98384,1
0.995893,-1,0.821506,-1
0.98387,-1,0.819325,-1
-1,1,0.98384,1
0.949879,-1,-0.344009,-1
0.9534,-1,-0.339045,-1
0.95682,-1,-0.334258,-1
0.960136,-1,-0.32965,-1
0.960136,-1,-0.32965,-1
-0.650791,-1,0.851012,-1
-1,1,0.98384,1
-1,1,0.98384,1
-1,1,0.98384,1
-1,1,0.98384,1
-1,1,0.98384,1
0.986394,-1,0.901702,-1
0.986394,-1,0.901702,-1
-0.993884,-1,0.853664,-1
1,-1,0.90304,-1
0.986394,-1,0.901702,-1
1,-1,0.90304,-1
1,-1,0.90304,-1
0.986394,-1,0.901702,-1
1,-1,0.90304,-1
1,-1,0.90304,-1
1,-1,0.90304,-1
0.986394,-1,0.901702,-1
1,-1,0.90304,-1
-0.976187,-1,0.851012,-1
-0.976187,-1,0.851012,-1
-0.948683,-1,0.846692,-1
-0.976187,-1,0.851012,-1
-0.976187,-1,0.851012,-1
0.948683,-1,0.897795,-1
-0.976187,-1,0.851012,-1
-0.948683,-1,0.846692,-1
-1,0,0.98384,1
-1,1,0.98384,1
0.461353,-1,0.544642,-1
-1,1,0.98384,1
