-1.07387,-0.4,0,-1,t
-1.99746,-0.327327,0,-1,t
-1.10653,-0.683772,-0.5,-1,t
-1.99469,-1.94868,-0.5,-1,t
-0.931198,-1.1644,0,-1,t
-0.0025413,-1.44721,0,-1,t
-1.10653,-1.83205,-0.5,-1,t
-0.928753,-1.83205,0,-1,t
-1.10653,-1.83205,-0.5,-1,t
-0.928753,-1.89443,0,-1,t
-1.10653,-2,-0.5,-1,t
-0.00611627,-1.92848,0,-1,t
-1.99431,-1.44721,0,-1,t
-0.928753,-1.97014,0,-1,t
-1.10653,-1.89443,-0.5,-1,t
-0.928753,-1.97014,0,-1,t
-1.10653,-1.89443,-0.5,-1,t
-0.00611627,-1.92848,0,-1,t
-1.99431,-1.44721,0,-1,t
-0.928753,-1.97014,0,-1,t
-1.10653,-1.89443,-0.5,-1,t
-0.928753,-1.97014,0,-1,t
-1.10653,-1.89443,-0.5,-1,t
-0.928753,-2,0,-1,t
-1.10653,-2,-0.5,-1,t
-0.928753,-2,0,-1,t
-1.10653,-2,-0.5,-1,t
-0.928753,-2,0,-1,t
-1.10653,-2,-0.5,-1,t
-0.928753,-2,0,-1,t
-1.10653,-2,-0.5,-1,t
-0.00611627,-1.92848,0,-1,t
-0.926128,-1.6,0,-1,t
-1.11043,-1.5547,-0.5,-1,t
-0.926128,-1.83205,0,-1,t
-1.11043,-1.89443,-0.5,-1,t
-0.926128,-2,0,-1,t
-1.11043,-2,-0.5,-1,t
-0.926128,-2,0,-1,t
-1.11043,-2,-0.5,-1,t
-0.926128,-2,0,-1,t
-1.11043,-2,-0.5,-1,t
-0.926128,-2,0,-1,t
-1.11043,-2,-0.5,-1,t
-0.926128,-2,0,-1,t
-1.11043,-2,-0.5,-1,t
-0.926128,-2,0,-1,t
-1.11043,-2,-0.5,-1,t
-0.926128,-2,0,-1,t
-1.11043,-2,-0.5,-1,t
-0.926128,-2,0,-1,t
-1.11043,-2,-0.5,-1,t
-0.926128,-2,0,-1,t
-1.11043,-2,-0.5,-1,t
-0.926128,-2,0,-1,t
-1.11043,-2,-0.5,-1,t
-0.926128,-2,0,-1,t
-1.11043,-2,-0.5,-1,t
-0.926128,-2,0,-1,t
-0.962988,-2,0,-1,t
-0.000738825,-1.64018,0,-1,t
-1,-1.91381,0,-1,t
0,-1.75258,0,-1,t
-1.03997,-1.83205,0,-1,t
-1.07975,-1.93979,0,-1,t
-0.00345424,-1.6585,0,-1,t
-0.958369,-1,0,-1,t
-1,-1.89443,0,-1,t
0,-1.75926,0,-1,t
-1.04344,-1.89443,0,-1,t
-0.00103146,-1.75258,0,-1,t
-1.09054,-1.83205,0,-1,t
-1.13511,-1.93979,-0.5,-1,t
-0.0100505,-1.6585,0,-1,t
-0.0110636,-1.89443,0,-1,t
-0.900496,-1.27472,0,-1,t
-0.950062,-1.848,0,-1,t
-1.0995,-0.4453,0,-1,t
-0.950062,-1.98639,0,-1,t
-0.00138217,-1.78087,0,-1,t
-1,-1.86824,0,-1,t
-2,-1.37139,0,-1,t
0,-1.6,0,-1,t
0,-1.96152,0,-1,t
0,-1.99504,0,-1,t
0,-2,0,-1,t
0,-2,-0.5,-1,t
0,-2,-1,-1,t
-1.07125,-1.44721,0,-1,t
-0.00294551,-1.93979,0,-1,t
-0.00345424,-1.97014,0,-1,t
-0.00410679,-1.98837,0,-1,t
-0.00496281,-1.99746,0,-1,t
-0.00611627,-2,0,-1,t
-0.00772212,-2,0,-1,t
