-1,-1,-2,-0.162407,-1
0,-0.0194193,0,-0.0161601,1
-1.96399,-1,-2,-0.501743,-1
-1.96399,-1,-2,-0.501743,-1
0,-1.44721,0,-0.0161601,1
-0.1445,-2,-2,-0.70403,-1
-0.124758,-1,-2,-0.687515,-1
-0.124758,0,-2,-0.687515,-1
0,-1.19612,0,-0.0161601,1
-1.33477,-1,-2,-1.30887,-1
-0.234295,-1.11043,-2,-0.515352,-1
-1.5932,-1,-2,-0.391194,-1
0,-1.70711,0,-0.0161601,1
0,0,0,-0.0161601,1
-0.0214502,-2,-2,-0.297977,-1
-0.012237,-1.6,-2,-0.294894,-1
-0.012237,-1.31623,-2,-0.294894,-1
-0.012237,-1,-2,-0.294894,-1
-0.012237,-1,-2,-0.294894,-1
-0.012237,0,-2,-0.294894,-1
0,-1.39392,0,-0.0161601,1
0,-1.44721,0,-0.0161601,1
-0.012237,-1.70711,-2,-0.294894,-1
0,-0.080855,0,-0.0161601,1
0,-1.39392,0,-0.0161601,1
-1.46789,-1,-2,-0.318726,-1
0,-1.44721,0,-0.0161601,1
0,-0.683772,0,-0.0161601,1
-0.191264,-1.95578,-2.2,-0.646403,-1
-1.80874,-0.044221,-2.2,-0.672538,-1
-1.80874,-0.044221,-2.2,-0.672538,-1
-1.80874,-0.044221,-2.2,-0.672538,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-1.80874,0,-2.2,-0.672538,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
-0.191264,0,-2.2,-0.646403,-1
